Pfad;Name;Dateityp;BreiteHoehe;Seitenverhaeltnis;Alpha;GroesseBytes;SHA256;Kategorie;State;Zielkomponente;Duplikatgruppe;InV2Verwendet;SpaeterNutzbar
C:\Users\patsl\Downloads\DeutschZ_UI_Production_Kit\02_BUTTONS\IconOnly\skull_active.png;skull_active.png;.png;160x160;1.000000;JA;5427;7C627E5AC4F149AFEA3DC17C0A4CA52C33295804CD01767F944C816EB3F74029;BUTTON;ACTIVE;UI-State-Reserve;;NEIN;JA
C:\Users\patsl\Downloads\DeutschZ_UI_Production_Kit\02_BUTTONS\IconOnly\skull_disabled.png;skull_disabled.png;.png;160x160;1.000000;JA;1806;6E3B5BFBD01F3E5FB10CA1D7AFB0E8A0588EE04B5F92A5E31FC175BC71985825;BUTTON;DISABLED;UI-State-Reserve;;NEIN;JA
C:\Users\patsl\Downloads\DeutschZ_UI_Production_Kit\02_BUTTONS\IconOnly\skull_hover.png;skull_hover.png;.png;160x160;1.000000;JA;5232;4C8A125F1CB81E90B32473A707132E67B425695D208A3E899F816D6EECAAB881;BUTTON;HOVER;UI-State-Reserve;;NEIN;JA
C:\Users\patsl\Downloads\DeutschZ_UI_Production_Kit\02_BUTTONS\IconOnly\skull_normal.png;skull_normal.png;.png;160x160;1.000000;JA;1903;7F3EA2AD718D8C4DCD3BAACE7CEC8A388A4500B92D56E5FA1C9E24B57DA104A1;BUTTON;NORMAL;UI-State-Reserve;;NEIN;JA
C:\Users\patsl\Downloads\DeutschZ_UI_Production_Kit\02_BUTTONS\IconOnly\skull_pressed.png;skull_pressed.png;.png;160x160;1.000000;JA;5478;FB45D67CF5CF7783AAA9B431A27A3256B03778A4B5D577193877F8E94B86DC00;BUTTON;PRESSED;UI-State-Reserve;;NEIN;JA
C:\Users\patsl\Downloads\DeutschZ_UI_Production_Kit\02_BUTTONS\IconOnly\skull_warning.png;skull_warning.png;.png;160x160;1.000000;JA;5783;38C1F1B387E687D5796CB692C89784AA9818E4879E6C78C8AE1E7C9F3ADE5D36;BUTTON;WARNING;UI-State-Reserve;;NEIN;JA
C:\Users\patsl\Downloads\DeutschZ_UI_Production_Kit\02_BUTTONS\IconOnly\support_active.png;support_active.png;.png;160x160;1.000000;JA;5543;ACCEED6FD2D85F72F780AB04477A2E9EFE2577D91690C5AD4A16C64AB3FF0C52;BUTTON;ACTIVE;UI-State-Reserve;;NEIN;JA
C:\Users\patsl\Downloads\DeutschZ_UI_Production_Kit\02_BUTTONS\IconOnly\support_disabled.png;support_disabled.png;.png;160x160;1.000000;JA;2024;99CB789C0531B13F2D6545DC1F1E0473268B9427C2EC7102A6AA92C5F3D6FA1A;BUTTON;DISABLED;UI-State-Reserve;;NEIN;JA
C:\Users\patsl\Downloads\DeutschZ_UI_Production_Kit\02_BUTTONS\IconOnly\support_hover.png;support_hover.png;.png;160x160;1.000000;JA;5394;2F7B129DC46D97E21796710D99EB4FE1AB9A9DC192B6610180218AE3924F2112;BUTTON;HOVER;UI-State-Reserve;;NEIN;JA
C:\Users\patsl\Downloads\DeutschZ_UI_Production_Kit\02_BUTTONS\IconOnly\support_normal.png;support_normal.png;.png;160x160;1.000000;JA;2081;1A45348DD5D6792D6B7292EC0B7D1EC2FAB81357815C273C511E45FB76CC3274;BUTTON;NORMAL;UI-State-Reserve;;NEIN;JA
C:\Users\patsl\Downloads\DeutschZ_UI_Production_Kit\02_BUTTONS\IconOnly\support_pressed.png;support_pressed.png;.png;160x160;1.000000;JA;5567;D5F29EDB4E3DFD0C92D0CA90A3A9FCC248C304DC497C49A6C1F5CFF00909FE97;BUTTON;PRESSED;UI-State-Reserve;;NEIN;JA
C:\Users\patsl\Downloads\DeutschZ_UI_Production_Kit\02_BUTTONS\IconOnly\support_warning.png;support_warning.png;.png;160x160;1.000000;JA;5967;CE0B5717048043B2C18DB3D9E212A8173D40FB7E9AD528981DAC230A9BBD850F;BUTTON;WARNING;UI-State-Reserve;;NEIN;JA
C:\Users\patsl\Downloads\DeutschZ_UI_Production_Kit\02_BUTTONS\IconOnly\up_active.png;up_active.png;.png;160x160;1.000000;JA;5239;8BB928B36250D57BD100F5898719EB69297EFBFCAFD36DAC2335A7BD45FD338C;BUTTON;ACTIVE;UI-State-Reserve;;NEIN;JA
C:\Users\patsl\Downloads\DeutschZ_UI_Production_Kit\02_BUTTONS\IconOnly\up_disabled.png;up_disabled.png;.png;160x160;1.000000;JA;1742;F46440EDDFA2C67DE0026CEEDB4A34E5CD36B1F0DF71DA82BD78CA39D9C820EC;BUTTON;DISABLED;UI-State-Reserve;;NEIN;JA
C:\Users\patsl\Downloads\DeutschZ_UI_Production_Kit\02_BUTTONS\IconOnly\up_hover.png;up_hover.png;.png;160x160;1.000000;JA;5018;851404168D6CC5D927547F85FDF44982C144A54173D18A7A6A2ACE334056D8D1;BUTTON;HOVER;UI-State-Reserve;;NEIN;JA
C:\Users\patsl\Downloads\DeutschZ_UI_Production_Kit\02_BUTTONS\IconOnly\up_normal.png;up_normal.png;.png;160x160;1.000000;JA;1751;74DEA1C2C31D3706CB227CB3344EFB81D4D070BBE922E9E0DB60902F6CBEDC81;BUTTON;NORMAL;UI-State-Reserve;;NEIN;JA
C:\Users\patsl\Downloads\DeutschZ_UI_Production_Kit\02_BUTTONS\IconOnly\up_pressed.png;up_pressed.png;.png;160x160;1.000000;JA;5249;19A6B1C840AFE729DB4833E27C3023E2D7F8B7EE2F0202EC4BC7EDDE8425A6F5;BUTTON;PRESSED;UI-State-Reserve;;NEIN;JA
C:\Users\patsl\Downloads\DeutschZ_UI_Production_Kit\02_BUTTONS\IconOnly\up_warning.png;up_warning.png;.png;160x160;1.000000;JA;5642;026F18094E6E3F20969DFCFD6301F606D400D00434B50B93E6EE89A3B7A7BA47;BUTTON;WARNING;UI-State-Reserve;;NEIN;JA
C:\Users\patsl\Downloads\DeutschZ_UI_Production_Kit\02_BUTTONS\IconOnly\volume_active.png;volume_active.png;.png;160x160;1.000000;JA;5213;8B329618D80E9C47B174329D6259F950EB543CF1C420278C65CD0C1765E95D66;BUTTON;ACTIVE;UI-State-Reserve;;NEIN;JA
C:\Users\patsl\Downloads\DeutschZ_UI_Production_Kit\02_BUTTONS\IconOnly\volume_disabled.png;volume_disabled.png;.png;160x160;1.000000;JA;1723;618B135408713FFEEB03732D9A596D1DF25E7B90BE589FF39E1E8B857235EDD4;BUTTON;DISABLED;UI-State-Reserve;;NEIN;JA
C:\Users\patsl\Downloads\DeutschZ_UI_Production_Kit\02_BUTTONS\IconOnly\volume_hover.png;volume_hover.png;.png;160x160;1.000000;JA;4874;7733ADE13EA203D03511DA0BD5D09B02FC441E4B879C6350D0B40B0F985869BD;BUTTON;HOVER;UI-State-Reserve;;NEIN;JA
C:\Users\patsl\Downloads\DeutschZ_UI_Production_Kit\02_BUTTONS\IconOnly\volume_normal.png;volume_normal.png;.png;160x160;1.000000;JA;1744;A7A275614C253152C0423EBDCA952B73EA9CA9FB57BCF8D3ABF492682A8F81E5;BUTTON;NORMAL;UI-State-Reserve;;NEIN;JA
C:\Users\patsl\Downloads\DeutschZ_UI_Production_Kit\02_BUTTONS\IconOnly\volume_pressed.png;volume_pressed.png;.png;160x160;1.000000;JA;5207;FE43E34EF5A143E0CC55A9F403769F23AF2C81CEBD5E97FFB99EA84D80F94BA4;BUTTON;PRESSED;UI-State-Reserve;;NEIN;JA
C:\Users\patsl\Downloads\DeutschZ_UI_Production_Kit\02_BUTTONS\IconOnly\volume_warning.png;volume_warning.png;.png;160x160;1.000000;JA;5612;410CA196EAC340CEC8CFDC80E8066DCF683901E0015F76C89936A7635338E7F9;BUTTON;WARNING;UI-State-Reserve;;NEIN;JA
C:\Users\patsl\Downloads\DeutschZ_UI_Production_Kit\02_BUTTONS\IconOnly\vote_active.png;vote_active.png;.png;160x160;1.000000;JA;5306;EB881491630F25CF2C5ABF1CADBB32DBC89A94EFE1DFF8012F45152A3AB5A327;BUTTON;ACTIVE;UI-State-Reserve;;NEIN;JA
C:\Users\patsl\Downloads\DeutschZ_UI_Production_Kit\02_BUTTONS\IconOnly\vote_disabled.png;vote_disabled.png;.png;160x160;1.000000;JA;1778;CC0C54F6DBC91E75634E8F7BDAFEB39756B79532CC657A2515F7A40C4EB1FD03;BUTTON;DISABLED;UI-State-Reserve;;NEIN;JA
C:\Users\patsl\Downloads\DeutschZ_UI_Production_Kit\02_BUTTONS\IconOnly\vote_hover.png;vote_hover.png;.png;160x160;1.000000;JA;5211;3C32B11E9CB5ABB41063F069AA5422784C2C01DFDEAC0F9BFFB8579BBA7C1A5D;BUTTON;HOVER;UI-State-Reserve;;NEIN;JA
C:\Users\patsl\Downloads\DeutschZ_UI_Production_Kit\02_BUTTONS\IconOnly\vote_normal.png;vote_normal.png;.png;160x160;1.000000;JA;1873;785DEB81A356D684BD89EE84C488521CCA4AF26C83B3D32ADDFBDA0FCF8179CA;BUTTON;NORMAL;UI-State-Reserve;;NEIN;JA
C:\Users\patsl\Downloads\DeutschZ_UI_Production_Kit\02_BUTTONS\IconOnly\vote_pressed.png;vote_pressed.png;.png;160x160;1.000000;JA;5302;585EE3F75853C39CEF3330F879696AAE132ADD3FEAFBEA158E9D66D24E44A140;BUTTON;PRESSED;UI-State-Reserve;;NEIN;JA
C:\Users\patsl\Downloads\DeutschZ_UI_Production_Kit\02_BUTTONS\IconOnly\vote_warning.png;vote_warning.png;.png;160x160;1.000000;JA;5674;EA3A39DBE013FDA08EBA1C30F0586AC2175F9A4B257F569EBDAEA0674CF674B2;BUTTON;WARNING;UI-State-Reserve;;NEIN;JA
C:\Users\patsl\Downloads\DeutschZ_UI_Production_Kit\02_BUTTONS\IconOnly\weather_active.png;weather_active.png;.png;160x160;1.000000;JA;5208;671B8ABD38696EEBC31A00140BAEFA27C0BF606C24A81288D46E3BF4D4B27371;BUTTON;ACTIVE;UI-State-Reserve;;NEIN;JA
C:\Users\patsl\Downloads\DeutschZ_UI_Production_Kit\02_BUTTONS\IconOnly\weather_disabled.png;weather_disabled.png;.png;160x160;1.000000;JA;1651;728B28E7DAAF86BB4DFD61A0E6EDF407DCF5EDBF0217991EEB63FABB8ECD502E;BUTTON;DISABLED;UI-State-Reserve;;NEIN;JA
C:\Users\patsl\Downloads\DeutschZ_UI_Production_Kit\02_BUTTONS\IconOnly\weather_hover.png;weather_hover.png;.png;160x160;1.000000;JA;4932;263962E67F2441DF15C91228214B981DEC4815D24BECCFC508EC796DF5748DC5;BUTTON;HOVER;UI-State-Reserve;;NEIN;JA
C:\Users\patsl\Downloads\DeutschZ_UI_Production_Kit\02_BUTTONS\IconOnly\weather_normal.png;weather_normal.png;.png;160x160;1.000000;JA;1594;59A823F1EABEE4A993CA04D59349199195A308BA8426B88C22B34753771527EB;BUTTON;NORMAL;UI-State-Reserve;;NEIN;JA
C:\Users\patsl\Downloads\DeutschZ_UI_Production_Kit\02_BUTTONS\IconOnly\weather_pressed.png;weather_pressed.png;.png;160x160;1.000000;JA;5110;D942F15B36DD11BC8A82A863A5B188D7B274E2AA1B95E3BF650E8764877EE21A;BUTTON;PRESSED;UI-State-Reserve;;NEIN;JA
C:\Users\patsl\Downloads\DeutschZ_UI_Production_Kit\02_BUTTONS\IconOnly\weather_warning.png;weather_warning.png;.png;160x160;1.000000;JA;5498;85CAEF2CD5C1ECE245A6A548976490EC6B733767F4D717D7D3F7C5E9AC27AF4D;BUTTON;WARNING;UI-State-Reserve;;NEIN;JA
C:\Users\patsl\Downloads\DeutschZ_UI_Production_Kit\02_BUTTONS\IconOnly\website_active.png;website_active.png;.png;160x160;1.000000;JA;5636;C45FA49F266B2D62B70DDED05A391866C93BCE2CCE4B066166925422BD6AF027;BUTTON;ACTIVE;UI-State-Reserve;;NEIN;JA
C:\Users\patsl\Downloads\DeutschZ_UI_Production_Kit\02_BUTTONS\IconOnly\website_disabled.png;website_disabled.png;.png;160x160;1.000000;JA;2064;D99DF2384F6BABA040DC340B9A4C4C4D5D98BAF7F68BE8E8DB6AF00E5F1761A5;BUTTON;DISABLED;UI-State-Reserve;;NEIN;JA
C:\Users\patsl\Downloads\DeutschZ_UI_Production_Kit\02_BUTTONS\IconOnly\website_hover.png;website_hover.png;.png;160x160;1.000000;JA;5443;7B6A61F628B8A94E4AD6632C1D928060AEDCE09BD98899D7D68FAC37FF272A18;BUTTON;HOVER;UI-State-Reserve;;NEIN;JA
C:\Users\patsl\Downloads\DeutschZ_UI_Production_Kit\02_BUTTONS\IconOnly\website_normal.png;website_normal.png;.png;160x160;1.000000;JA;2138;3E080CC294C780A4815CADD13D0A749052C686EC478CFF91723AC3A8F8144B9A;BUTTON;NORMAL;UI-State-Reserve;;NEIN;JA
C:\Users\patsl\Downloads\DeutschZ_UI_Production_Kit\02_BUTTONS\IconOnly\website_pressed.png;website_pressed.png;.png;160x160;1.000000;JA;5709;0C965889C6BC18E321E986A7360C44B67C6F5FBAC210A6014857D34F804B5381;BUTTON;PRESSED;UI-State-Reserve;;NEIN;JA
C:\Users\patsl\Downloads\DeutschZ_UI_Production_Kit\02_BUTTONS\IconOnly\website_warning.png;website_warning.png;.png;160x160;1.000000;JA;6048;1D2F182D27AD7C555D2D3AACE52C89F33250B71B5B55B07C91BF57858762C200;BUTTON;WARNING;UI-State-Reserve;;NEIN;JA
C:\Users\patsl\Downloads\DeutschZ_UI_Production_Kit\02_BUTTONS\Text\ABBRECHEN_active.paa;ABBRECHEN_active.paa;.paa;;;NEIN;13790;1DE707068DE5A9175C1782E72CF1B5D18BF7F5F23921E9A6289C61C2465CAE36;BUTTON;ACTIVE;UI-State-Reserve;;NEIN;NEIN
C:\Users\patsl\Downloads\DeutschZ_UI_Production_Kit\02_BUTTONS\Text\ABBRECHEN_active.png;ABBRECHEN_active.png;.png;360x100;3.600000;JA;6850;20FEE58A4FDC6A3B4D910BBD0CE9E7BEC27DF2439571D21765D4B190C6205C87;BUTTON;ACTIVE;UI-State-Reserve;;NEIN;JA
C:\Users\patsl\Downloads\DeutschZ_UI_Production_Kit\02_BUTTONS\Text\ABBRECHEN_disabled.png;ABBRECHEN_disabled.png;.png;360x100;3.600000;JA;4579;A80EAA746079E163C4A73110B90CF54889ED96A32BD07919C863DBC05E34B364;BUTTON;DISABLED;UI-State-Reserve;;NEIN;JA
C:\Users\patsl\Downloads\DeutschZ_UI_Production_Kit\02_BUTTONS\Text\ABBRECHEN_hover.png;ABBRECHEN_hover.png;.png;360x100;3.600000;JA;6676;24E1B34717E9B3E14C3873C81632D0338761D8EBD7062F79B5273AEFFC2751A6;BUTTON;HOVER;UI-State-Reserve;;NEIN;JA
C:\Users\patsl\Downloads\DeutschZ_UI_Production_Kit\02_BUTTONS\Text\ABBRECHEN_locked.paa;ABBRECHEN_locked.paa;.paa;;;NEIN;13535;A344FB273D383ACF90098C909AE094955892AD1A9761159F41A2B01348A7A048;BUTTON;LOCKED;UI-State-Reserve;;NEIN;NEIN
C:\Users\patsl\Downloads\DeutschZ_UI_Production_Kit\02_BUTTONS\Text\ABBRECHEN_locked.png;ABBRECHEN_locked.png;.png;360x100;3.600000;JA;7040;ECA0B6C8835546C1E300B1DA9BA13295AAD6FBD29224DB670AB82701152FE548;BUTTON;LOCKED;UI-State-Reserve;;NEIN;JA
C:\Users\patsl\Downloads\DeutschZ_UI_Production_Kit\02_BUTTONS\Text\ABBRECHEN_normal.png;ABBRECHEN_normal.png;.png;360x100;3.600000;JA;4981;2C5E01A42145DFA93D8BB3BF11C45F390C91DE3A20837B4A5E958ECFE46E433D;BUTTON;NORMAL;UI-State-Reserve;;NEIN;JA
C:\Users\patsl\Downloads\DeutschZ_UI_Production_Kit\02_BUTTONS\Text\ABBRECHEN_offline.png;ABBRECHEN_offline.png;.png;360x100;3.600000;JA;4990;CFA6C68DF6B9DD102C0A4089B842D19363A160CCFE2207B83A07E3148EE536C9;BUTTON;OFFLINE;UI-State-Reserve;;NEIN;JA
C:\Users\patsl\Downloads\DeutschZ_UI_Production_Kit\02_BUTTONS\Text\ABBRECHEN_pressed.png;ABBRECHEN_pressed.png;.png;360x100;3.600000;JA;6814;BCD1259C7C15E5570B850533C3FDB866B2838D35686327278261044A23C9CC1C;BUTTON;PRESSED;UI-State-Reserve;;NEIN;JA
C:\Users\patsl\Downloads\DeutschZ_UI_Production_Kit\02_BUTTONS\Text\ABBRECHEN_selected.png;ABBRECHEN_selected.png;.png;360x100;3.600000;JA;6814;36DED5E18F6DE154C75EE8BFD923F095541617B9DF22313E9B5F876649476EE9;BUTTON;SELECTED;UI-State-Reserve;;NEIN;JA
C:\Users\patsl\Downloads\DeutschZ_UI_Production_Kit\02_BUTTONS\Text\ABBRECHEN_success.png;ABBRECHEN_success.png;.png;360x100;3.600000;JA;6997;AC311DC45A65729162212E666EC663380BF2E07832532BA37C5C4B4AC098D093;BUTTON;SUCCESS;UI-State-Reserve;;NEIN;JA
C:\Users\patsl\Downloads\DeutschZ_UI_Production_Kit\02_BUTTONS\Text\ABBRECHEN_warning.png;ABBRECHEN_warning.png;.png;360x100;3.600000;JA;7136;CC00AD4411CC1246F56D9FBDEE376DFFEFFD043C73A54950ACC435F24C11F8DE;BUTTON;WARNING;UI-State-Reserve;;NEIN;JA
C:\Users\patsl\Downloads\DeutschZ_UI_Production_Kit\02_BUTTONS\Text\ALLE_EVENTS_ANSEHEN_active.paa;ALLE_EVENTS_ANSEHEN_active.paa;.paa;;;NEIN;21268;E1680F482AC61155840513F5F6ACEC9B433DBB28BC50007C5472C65C4DC4E5F6;BUTTON;ACTIVE;UI-State-Reserve;;NEIN;NEIN
C:\Users\patsl\Downloads\DeutschZ_UI_Production_Kit\02_BUTTONS\Text\ALLE_EVENTS_ANSEHEN_active.png;ALLE_EVENTS_ANSEHEN_active.png;.png;620x96;6.458333;JA;7105;03D43F476289FDC38B2AB2384B6C5E9944F0C2A630170B5353BD32ED143B94E4;BUTTON;ACTIVE;UI-State-Reserve;;NEIN;JA
C:\Users\patsl\Downloads\DeutschZ_UI_Production_Kit\02_BUTTONS\Text\ALLE_EVENTS_ANSEHEN_disabled.png;ALLE_EVENTS_ANSEHEN_disabled.png;.png;620x96;6.458333;JA;4667;52FE1069CF7F540E277F00CB305B574B4C111091DE4CE7356D931C77CA894DC0;BUTTON;DISABLED;UI-State-Reserve;;NEIN;JA
C:\Users\patsl\Downloads\DeutschZ_UI_Production_Kit\02_BUTTONS\Text\ALLE_EVENTS_ANSEHEN_hover.png;ALLE_EVENTS_ANSEHEN_hover.png;.png;620x96;6.458333;JA;6931;BD0974D9E833DC695B21A7960A8D26C3C6D96898878E0F1D638965F1B2F76D7D;BUTTON;HOVER;UI-State-Reserve;;NEIN;JA
C:\Users\patsl\Downloads\DeutschZ_UI_Production_Kit\02_BUTTONS\Text\ALLE_EVENTS_ANSEHEN_locked.paa;ALLE_EVENTS_ANSEHEN_locked.paa;.paa;;;NEIN;20968;B7784F9B358C7AA16375BE2538BFAC8B65278D38999ED60B440C95BE2F3BC936;BUTTON;LOCKED;UI-State-Reserve;;NEIN;NEIN
C:\Users\patsl\Downloads\DeutschZ_UI_Production_Kit\02_BUTTONS\Text\ALLE_EVENTS_ANSEHEN_locked.png;ALLE_EVENTS_ANSEHEN_locked.png;.png;620x96;6.458333;JA;6988;C38CD8D4EA4FA92C1776C86225BEFA59FE261B5F6EB2D2F8E71B22BB19E7CF52;BUTTON;LOCKED;UI-State-Reserve;;NEIN;JA
C:\Users\patsl\Downloads\DeutschZ_UI_Production_Kit\02_BUTTONS\Text\ALLE_EVENTS_ANSEHEN_normal.png;ALLE_EVENTS_ANSEHEN_normal.png;.png;620x96;6.458333;JA;4980;FACF2EA55455F66FAD692A66557B3B2755321622756C1D52BA2D82DA4CC369CF;BUTTON;NORMAL;UI-State-Reserve;;NEIN;JA
C:\Users\patsl\Downloads\DeutschZ_UI_Production_Kit\02_BUTTONS\Text\ALLE_EVENTS_ANSEHEN_offline.png;ALLE_EVENTS_ANSEHEN_offline.png;.png;620x96;6.458333;JA;5054;BE8854FCA745D585B23B537BF2FC71FBF0388FDC374E192C700248970B5FD3EE;BUTTON;OFFLINE;UI-State-Reserve;;NEIN;JA
C:\Users\patsl\Downloads\DeutschZ_UI_Production_Kit\02_BUTTONS\Text\ALLE_EVENTS_ANSEHEN_pressed.png;ALLE_EVENTS_ANSEHEN_pressed.png;.png;620x96;6.458333;JA;7091;9AE550652FD1D23C00300EE283B353927D8EAB68CDAA3610A2EB06E54DE000C3;BUTTON;PRESSED;UI-State-Reserve;;NEIN;JA
C:\Users\patsl\Downloads\DeutschZ_UI_Production_Kit\02_BUTTONS\Text\ALLE_EVENTS_ANSEHEN_selected.png;ALLE_EVENTS_ANSEHEN_selected.png;.png;620x96;6.458333;JA;7147;49CBDD4424092DE161935D106127FE729DEA265A5C1EB9AEDF91DAD2F603FF96;BUTTON;SELECTED;UI-State-Reserve;;NEIN;JA
C:\Users\patsl\Downloads\DeutschZ_UI_Production_Kit\02_BUTTONS\Text\ALLE_EVENTS_ANSEHEN_success.png;ALLE_EVENTS_ANSEHEN_success.png;.png;620x96;6.458333;JA;6990;5AA7F82999ECBD61B83F09DAD4C1CACD9CE7432425048277CA8AFED83D04A339;BUTTON;SUCCESS;UI-State-Reserve;;NEIN;JA
C:\Users\patsl\Downloads\DeutschZ_UI_Production_Kit\02_BUTTONS\Text\ALLE_EVENTS_ANSEHEN_warning.png;ALLE_EVENTS_ANSEHEN_warning.png;.png;620x96;6.458333;JA;7203;608427719EDAD64A2EFBE69F57A63125C2B6849B84727AA8672E1ACAB6832C54;BUTTON;WARNING;UI-State-Reserve;;NEIN;JA
C:\Users\patsl\Downloads\DeutschZ_UI_Production_Kit\02_BUTTONS\Text\ALLE_NEWS_ANZEIGEN_active.png;ALLE_NEWS_ANZEIGEN_active.png;.png;520x96;5.416667;JA;8196;2EAE11C8265F43252C607884E02C17D2D9AA1E81B0FE402C4F20186979797DD1;BUTTON;ACTIVE;UI-State-Reserve;;NEIN;JA
C:\Users\patsl\Downloads\DeutschZ_UI_Production_Kit\02_BUTTONS\Text\ALLE_NEWS_ANZEIGEN_disabled.png;ALLE_NEWS_ANZEIGEN_disabled.png;.png;520x96;5.416667;JA;5578;E52BBA68E55FE2A3262DD1A1D495C13F04B7F0AC6D4667CAED55007DFB6FA665;BUTTON;DISABLED;UI-State-Reserve;;NEIN;JA
C:\Users\patsl\Downloads\DeutschZ_UI_Production_Kit\02_BUTTONS\Text\ALLE_NEWS_ANZEIGEN_hover.png;ALLE_NEWS_ANZEIGEN_hover.png;.png;520x96;5.416667;JA;8030;9B931DF228B8D7616980B45E21E0BDDFE688C54FC8BD82AB1F59FFD816F3664B;BUTTON;HOVER;UI-State-Reserve;;NEIN;JA
C:\Users\patsl\Downloads\DeutschZ_UI_Production_Kit\02_BUTTONS\Text\ALLE_NEWS_ANZEIGEN_locked.png;ALLE_NEWS_ANZEIGEN_locked.png;.png;520x96;5.416667;JA;8079;61099D65A4B90B98BD9AB0E689F4CBCA1E91C869C13F214D2A958E7C881CD461;BUTTON;LOCKED;UI-State-Reserve;;NEIN;JA
C:\Users\patsl\Downloads\DeutschZ_UI_Production_Kit\02_BUTTONS\Text\ALLE_NEWS_ANZEIGEN_normal.png;ALLE_NEWS_ANZEIGEN_normal.png;.png;520x96;5.416667;JA;6093;6F10EF234331C2CA93962432667016608083057BF1482B147CD79BDEFB16CE0E;BUTTON;NORMAL;UI-State-Reserve;;NEIN;JA
C:\Users\patsl\Downloads\DeutschZ_UI_Production_Kit\02_BUTTONS\Text\ALLE_NEWS_ANZEIGEN_offline.png;ALLE_NEWS_ANZEIGEN_offline.png;.png;520x96;5.416667;JA;6173;0071C6E05A75E1CBA9E091A5089360341BC2EE889D552C7D96DBA2D81F62A25E;BUTTON;OFFLINE;UI-State-Reserve;;NEIN;JA
C:\Users\patsl\Downloads\DeutschZ_UI_Production_Kit\02_BUTTONS\Text\ALLE_NEWS_ANZEIGEN_pressed.png;ALLE_NEWS_ANZEIGEN_pressed.png;.png;520x96;5.416667;JA;8080;81350AAFBB651E8CF43BF6C8F6EC42B8A40AD19FC7DFCD6ECD96F9887B04A312;BUTTON;PRESSED;UI-State-Reserve;;NEIN;JA
C:\Users\patsl\Downloads\DeutschZ_UI_Production_Kit\02_BUTTONS\Text\ALLE_NEWS_ANZEIGEN_selected.png;ALLE_NEWS_ANZEIGEN_selected.png;.png;520x96;5.416667;JA;8191;ADCDD49C9591E557810CC93054BD6D027CAA83E0F939D0C218775CFB99DAE069;BUTTON;SELECTED;UI-State-Reserve;;NEIN;JA
C:\Users\patsl\Downloads\DeutschZ_UI_Production_Kit\02_BUTTONS\Text\ALLE_NEWS_ANZEIGEN_success.png;ALLE_NEWS_ANZEIGEN_success.png;.png;520x96;5.416667;JA;8066;005CAD78DF99B0E78B1C43C0E51A78BEE8C80B078DB44CC460A62EE530003A74;BUTTON;SUCCESS;UI-State-Reserve;;NEIN;JA
C:\Users\patsl\Downloads\DeutschZ_UI_Production_Kit\02_BUTTONS\Text\ALLE_NEWS_ANZEIGEN_warning.png;ALLE_NEWS_ANZEIGEN_warning.png;.png;520x96;5.416667;JA;8372;FE0AC52542D5B1E564287F9196E5C8B18D9E7467E019B9B5E5C9CE64660D78A7;BUTTON;WARNING;UI-State-Reserve;;NEIN;JA
C:\Users\patsl\Downloads\DeutschZ_UI_Production_Kit\02_BUTTONS\Text\BEENDEN_active.paa;BEENDEN_active.paa;.paa;;;NEIN;16751;2AB5B5FE2BD13B4BD27FBFB3019B35E188BF319038F1A6EFC5C00A2A91BDC5DF;BUTTON;ACTIVE;UI-State-Reserve;;NEIN;NEIN
C:\Users\patsl\Downloads\DeutschZ_UI_Production_Kit\02_BUTTONS\Text\BEENDEN_active.png;BEENDEN_active.png;.png;420x112;3.750000;JA;5990;DD979092A3DA41CC2624DD43628666FEB697A5EA89B7A2B9ABEC97BA79F2CFD6;BUTTON;ACTIVE;UI-State-Reserve;;NEIN;JA
C:\Users\patsl\Downloads\DeutschZ_UI_Production_Kit\02_BUTTONS\Text\BEENDEN_disabled.png;BEENDEN_disabled.png;.png;420x112;3.750000;JA;3545;A452F6054C59F30BD84595F12E701672395199127A75BB55A1BE1F6B7BB28C1B;BUTTON;DISABLED;UI-State-Reserve;;NEIN;JA
C:\Users\patsl\Downloads\DeutschZ_UI_Production_Kit\02_BUTTONS\Text\BEENDEN_hover.png;BEENDEN_hover.png;.png;420x112;3.750000;JA;5792;F6A12041F86CE8A470247AB0FBD8E38C08E3CDF4AE584B8AB9BE29E366F28598;BUTTON;HOVER;UI-State-Reserve;;NEIN;JA
C:\Users\patsl\Downloads\DeutschZ_UI_Production_Kit\02_BUTTONS\Text\BEENDEN_locked.paa;BEENDEN_locked.paa;.paa;;;NEIN;16566;9CF2C82BF6299B7AD8B8C51B0801C6A657E51C899BC1BF8899E4BE6419AF949F;BUTTON;LOCKED;UI-State-Reserve;;NEIN;NEIN
C:\Users\patsl\Downloads\DeutschZ_UI_Production_Kit\02_BUTTONS\Text\BEENDEN_locked.png;BEENDEN_locked.png;.png;420x112;3.750000;JA;6080;EEDD1393A2A404B062BFC647A61975DA3E8865FC66FEA52F5D1B3B5A4FE28ED9;BUTTON;LOCKED;UI-State-Reserve;;NEIN;JA
C:\Users\patsl\Downloads\DeutschZ_UI_Production_Kit\02_BUTTONS\Text\BEENDEN_normal.png;BEENDEN_normal.png;.png;420x112;3.750000;JA;3762;60201D9ADDED0EA973E041DE7AA376440D348F6D71A571F0643C4F51F4EB48F9;BUTTON;NORMAL;UI-State-Reserve;;NEIN;JA
