Pfad;Name;Dateityp;BreiteHoehe;Seitenverhaeltnis;Alpha;GroesseBytes;SHA256;Kategorie;State;Zielkomponente;Duplikatgruppe;InV2Verwendet;SpaeterNutzbar
C:\Users\patsl\Downloads\DeutschZ_UI_Production_Kit\03_ICONS\Navigation\power_disabled.paa;power_disabled.paa;.paa;;;NEIN;24501;62B4970CF9A9DA85F52EE81452D2D608D984AF0635C0FB043AEFB0E27CE8F9F8;ICON;DISABLED;UI-State-Reserve;;NEIN;NEIN
C:\Users\patsl\Downloads\DeutschZ_UI_Production_Kit\03_ICONS\Navigation\power_disabled.png;power_disabled.png;.png;256x256;1.000000;JA;2702;4D588BA9D0F5F58E0E04F2340155B4C33DDAADE33262F3FF94F69A5FAC99CCC8;ICON;DISABLED;icons/nav_power_disabled.paa;;JA;NEIN
C:\Users\patsl\Downloads\DeutschZ_UI_Production_Kit\03_ICONS\Navigation\power_hover.paa;power_hover.paa;.paa;;;NEIN;27600;063AE7486E3A613AA638ADEDFE23A979DD96EF7E428113571974258C446C9156;ICON;HOVER;UI-State-Reserve;;NEIN;NEIN
C:\Users\patsl\Downloads\DeutschZ_UI_Production_Kit\03_ICONS\Navigation\power_hover.png;power_hover.png;.png;256x256;1.000000;JA;6320;22C65EAB149014920D8062FD197D6C27180F8E35B4B65B3C91524D261AFEBD0D;ICON;HOVER;icons/nav_power_hover.paa;;JA;NEIN
C:\Users\patsl\Downloads\DeutschZ_UI_Production_Kit\03_ICONS\Navigation\power_normal.paa;power_normal.paa;.paa;;;NEIN;24400;6D3FF7193E751AE30E56E2833EBCB65EB92B60E76AA52C4A35214372AD643AC1;ICON;NORMAL;UI-State-Reserve;;NEIN;NEIN
C:\Users\patsl\Downloads\DeutschZ_UI_Production_Kit\03_ICONS\Navigation\power_normal.png;power_normal.png;.png;256x256;1.000000;JA;2489;02F2FCD61A4AF8C1F14670B495EC095FD8F8AE2368D547266915E27CA070FBD3;ICON;NORMAL;icons/nav_power_normal.paa;;JA;NEIN
C:\Users\patsl\Downloads\DeutschZ_UI_Production_Kit\03_ICONS\Navigation\power_pressed.paa;power_pressed.paa;.paa;;;NEIN;27911;660DB1BF9B5B89FF6ABD60B7493D85D5DECECE3D22E37F6A833C64AFBB0F69F4;ICON;PRESSED;UI-State-Reserve;;NEIN;NEIN
C:\Users\patsl\Downloads\DeutschZ_UI_Production_Kit\03_ICONS\Navigation\power_pressed.png;power_pressed.png;.png;256x256;1.000000;JA;6478;C5F5BDCBB42731FCE7B40687D0D118FA4C764F39D947F0BF0C43CE4CE4FC2E4F;ICON;PRESSED;icons/nav_power_pressed.paa;;JA;NEIN
C:\Users\patsl\Downloads\DeutschZ_UI_Production_Kit\03_ICONS\Navigation\power_warning.paa;power_warning.paa;.paa;;;NEIN;27936;F342434864D7B843DA900F912D5BE95A175D09A12D2268B6FE53C127685625B0;ICON;WARNING;UI-State-Reserve;;NEIN;NEIN
C:\Users\patsl\Downloads\DeutschZ_UI_Production_Kit\03_ICONS\Navigation\power_warning.png;power_warning.png;.png;256x256;1.000000;JA;6912;9E7884516A8241276A429D7357F07DAD7FAC0BDEEF1008D19623ABCA8DE43FDB;ICON;WARNING;UI-State-Reserve;;NEIN;JA
C:\Users\patsl\Downloads\DeutschZ_UI_Production_Kit\03_ICONS\Navigation\profile_active.paa;profile_active.paa;.paa;;;NEIN;27610;7BAF88E568DA2DF23736446B18A0645E54F66666F13C45B22466350A796BD180;ICON;ACTIVE;UI-State-Reserve;;NEIN;NEIN
C:\Users\patsl\Downloads\DeutschZ_UI_Production_Kit\03_ICONS\Navigation\profile_active.png;profile_active.png;.png;256x256;1.000000;JA;6298;8B397D9DB10890E8C1E74B9EEDEC170C2C3AA9A21B81F2A48A42E8DE56197884;ICON;ACTIVE;icons/nav_profile_active.paa;;JA;NEIN
C:\Users\patsl\Downloads\DeutschZ_UI_Production_Kit\03_ICONS\Navigation\profile_disabled.paa;profile_disabled.paa;.paa;;;NEIN;24283;133E986898B774A8863A4B2557BA6D66D7EEA9050F1C90631657F704C3FEAE7D;ICON;DISABLED;UI-State-Reserve;;NEIN;NEIN
C:\Users\patsl\Downloads\DeutschZ_UI_Production_Kit\03_ICONS\Navigation\profile_disabled.png;profile_disabled.png;.png;256x256;1.000000;JA;2518;E4689B6AAC0AB797139BF6C3FE10AA4A7E0F893C2ACAD8DB8EF4F9B22EDEC470;ICON;DISABLED;icons/nav_profile_disabled.paa;;JA;NEIN
C:\Users\patsl\Downloads\DeutschZ_UI_Production_Kit\03_ICONS\Navigation\profile_hover.paa;profile_hover.paa;.paa;;;NEIN;27342;34B270C6EF86C668BD0EC105B5E1D18F284111D05DC77C32228CDEA7DA611402;ICON;HOVER;UI-State-Reserve;;NEIN;NEIN
C:\Users\patsl\Downloads\DeutschZ_UI_Production_Kit\03_ICONS\Navigation\profile_hover.png;profile_hover.png;.png;256x256;1.000000;JA;6073;1D1035C8D9681DA62D16AF13B66560056B180D78350950793A4E051BB3D63D77;ICON;HOVER;icons/nav_profile_hover.paa;;JA;NEIN
C:\Users\patsl\Downloads\DeutschZ_UI_Production_Kit\03_ICONS\Navigation\profile_normal.paa;profile_normal.paa;.paa;;;NEIN;24318;3AFC35B2B052F4DD0F6C83B2DCB755D9BA7C26B05904112BEC12E5022D28682F;ICON;NORMAL;UI-State-Reserve;;NEIN;NEIN
C:\Users\patsl\Downloads\DeutschZ_UI_Production_Kit\03_ICONS\Navigation\profile_normal.png;profile_normal.png;.png;256x256;1.000000;JA;2452;53B1235D8750B967EE3CAEC6B643E4B9C198FE501D64FC5B2316B715120CEDF7;ICON;NORMAL;icons/nav_profile_normal.paa;;JA;NEIN
C:\Users\patsl\Downloads\DeutschZ_UI_Production_Kit\03_ICONS\Navigation\profile_pressed.paa;profile_pressed.paa;.paa;;;NEIN;27639;40F54E68E76E27039AE4F259C6115FDDA42250CDC53A10E539CF0BC5B06C71CC;ICON;PRESSED;UI-State-Reserve;;NEIN;NEIN
C:\Users\patsl\Downloads\DeutschZ_UI_Production_Kit\03_ICONS\Navigation\profile_pressed.png;profile_pressed.png;.png;256x256;1.000000;JA;6266;C2BBC066CE92CB238A35DC671FDAA24FFFB3318A853A9A278616A5D153D42AE7;ICON;PRESSED;icons/nav_profile_pressed.paa;;JA;NEIN
C:\Users\patsl\Downloads\DeutschZ_UI_Production_Kit\03_ICONS\Navigation\profile_warning.paa;profile_warning.paa;.paa;;;NEIN;27620;11F650A6A75CFF4E4C2C166251A1EF9EAA3C2D975733EEE2D74098900436DD1D;ICON;WARNING;UI-State-Reserve;;NEIN;NEIN
C:\Users\patsl\Downloads\DeutschZ_UI_Production_Kit\03_ICONS\Navigation\profile_warning.png;profile_warning.png;.png;256x256;1.000000;JA;6680;47C72E9489E8B46702ACB0E7B3CA3F46E918277E2CD5A3ADFAE7C49A50E91063;ICON;WARNING;UI-State-Reserve;;NEIN;JA
C:\Users\patsl\Downloads\DeutschZ_UI_Production_Kit\03_ICONS\Navigation\rules_active.paa;rules_active.paa;.paa;;;NEIN;27302;5B400007D7920811DE56DF131D5BAEC73F888474AC662C1EC8FF0A14E2502CAB;ICON;ACTIVE;UI-State-Reserve;;NEIN;NEIN
C:\Users\patsl\Downloads\DeutschZ_UI_Production_Kit\03_ICONS\Navigation\rules_active.png;rules_active.png;.png;256x256;1.000000;JA;5962;D2D70B6085F7DBB505CF0445F808F1E5C722F742FAC01219EDDE4DDF09FA8138;ICON;ACTIVE;icons/nav_rules_active.paa;;JA;NEIN
C:\Users\patsl\Downloads\DeutschZ_UI_Production_Kit\03_ICONS\Navigation\rules_disabled.paa;rules_disabled.paa;.paa;;;NEIN;24033;E57A6EEE744C1ADCA31318C7FBCC0C1F4E2F69A2193837829A7B1B7D93B71706;ICON;DISABLED;UI-State-Reserve;;NEIN;NEIN
C:\Users\patsl\Downloads\DeutschZ_UI_Production_Kit\03_ICONS\Navigation\rules_disabled.png;rules_disabled.png;.png;256x256;1.000000;JA;2191;37F5434ADF4DA1C8064433B961E25AAF77C87BC39754A76E871242D0BF40F42D;ICON;DISABLED;icons/nav_rules_disabled.paa;;JA;NEIN
C:\Users\patsl\Downloads\DeutschZ_UI_Production_Kit\03_ICONS\Navigation\rules_hover.paa;rules_hover.paa;.paa;;;NEIN;27061;772781AA18D803B474E5E32C843C771CB698708B11E8F39B7AE77BE60F66FC3A;ICON;HOVER;UI-State-Reserve;;NEIN;NEIN
C:\Users\patsl\Downloads\DeutschZ_UI_Production_Kit\03_ICONS\Navigation\rules_hover.png;rules_hover.png;.png;256x256;1.000000;JA;5757;35922FEFE8ED42832BD4CB14BA539CCA630AACD43AD8954695588524D8E2A87F;ICON;HOVER;icons/nav_rules_hover.paa;;JA;NEIN
C:\Users\patsl\Downloads\DeutschZ_UI_Production_Kit\03_ICONS\Navigation\rules_normal.paa;rules_normal.paa;.paa;;;NEIN;23946;5FE4FE4B17D371A23E9091D9FF98B19574975C870FA981F44F94648E014FB94E;ICON;NORMAL;UI-State-Reserve;;NEIN;NEIN
C:\Users\patsl\Downloads\DeutschZ_UI_Production_Kit\03_ICONS\Navigation\rules_normal.png;rules_normal.png;.png;256x256;1.000000;JA;2055;3FC02D2B9B246B0E22CDC456B7A7C528DEF5007EDD4720127D5FDDA296677AF8;ICON;NORMAL;icons/nav_rules_normal.paa;;JA;NEIN
C:\Users\patsl\Downloads\DeutschZ_UI_Production_Kit\03_ICONS\Navigation\rules_pressed.paa;rules_pressed.paa;.paa;;;NEIN;27299;6C186B1DC932E43D2C3FD488F76C47E43CAB386AB4857EC05F5AA09F9E182E9C;ICON;PRESSED;UI-State-Reserve;;NEIN;NEIN
C:\Users\patsl\Downloads\DeutschZ_UI_Production_Kit\03_ICONS\Navigation\rules_pressed.png;rules_pressed.png;.png;256x256;1.000000;JA;5975;424618EF277B74D2FB5E40C14ACDE0A204EE3E4EC50BA82C417A2CEAFA3E3EC2;ICON;PRESSED;icons/nav_rules_pressed.paa;;JA;NEIN
C:\Users\patsl\Downloads\DeutschZ_UI_Production_Kit\03_ICONS\Navigation\rules_warning.paa;rules_warning.paa;.paa;;;NEIN;27359;51074386922089D1E30F02E02BE0F8F6B884DD3D8D579AB56AFE24E72C5BA3FE;ICON;WARNING;UI-State-Reserve;;NEIN;NEIN
C:\Users\patsl\Downloads\DeutschZ_UI_Production_Kit\03_ICONS\Navigation\rules_warning.png;rules_warning.png;.png;256x256;1.000000;JA;6287;0F14CC3D2BFFFF99CCF09122797A6EAC9514C075743523FB1B35DDF677CBCC3A;ICON;WARNING;UI-State-Reserve;;NEIN;JA
C:\Users\patsl\Downloads\DeutschZ_UI_Production_Kit\03_ICONS\Navigation\server_active.paa;server_active.paa;.paa;;;NEIN;27382;A45696617A82DA19610D27046A849374CF212E9D8529ACB1988E6976917177CF;ICON;ACTIVE;UI-State-Reserve;;NEIN;NEIN
C:\Users\patsl\Downloads\DeutschZ_UI_Production_Kit\03_ICONS\Navigation\server_active.png;server_active.png;.png;256x256;1.000000;JA;6061;89C4DC13DCC978DF8BA9F9C71E74F102251E0E90B3D843A1CEB35F31F23B5497;ICON;ACTIVE;icons/nav_server_active.paa;;JA;NEIN
C:\Users\patsl\Downloads\DeutschZ_UI_Production_Kit\03_ICONS\Navigation\server_disabled.paa;server_disabled.paa;.paa;;;NEIN;23967;CEDCC8ADCB190FCE5AEF4156B87397DB0E698C56960EABFB01986C2D2390D656;ICON;DISABLED;UI-State-Reserve;;NEIN;NEIN
C:\Users\patsl\Downloads\DeutschZ_UI_Production_Kit\03_ICONS\Navigation\server_disabled.png;server_disabled.png;.png;256x256;1.000000;JA;2244;D74D6C71C65E69E8F0499A92CE8AA35C739F16CB04167967F49F50806644EEBE;ICON;DISABLED;icons/nav_server_disabled.paa;;JA;NEIN
C:\Users\patsl\Downloads\DeutschZ_UI_Production_Kit\03_ICONS\Navigation\server_hover.paa;server_hover.paa;.paa;;;NEIN;27132;D74DD1CF286BA3EA01450F12A43D44697479A063794F7F7B66B1FAD2E3223A92;ICON;HOVER;UI-State-Reserve;;NEIN;NEIN
C:\Users\patsl\Downloads\DeutschZ_UI_Production_Kit\03_ICONS\Navigation\server_hover.png;server_hover.png;.png;256x256;1.000000;JA;5918;CD91B802DC47F31AC26BEB6750EC39B10ECE559800A440AEB6FB65C08A2AA5D7;ICON;HOVER;icons/nav_server_hover.paa;;JA;NEIN
C:\Users\patsl\Downloads\DeutschZ_UI_Production_Kit\03_ICONS\Navigation\server_normal.paa;server_normal.paa;.paa;;;NEIN;23910;E61FAD1D2119C50E4702CC2BA9F3DE9D557FFA8182D5AE6572DF35E56709D285;ICON;NORMAL;UI-State-Reserve;;NEIN;NEIN
C:\Users\patsl\Downloads\DeutschZ_UI_Production_Kit\03_ICONS\Navigation\server_normal.png;server_normal.png;.png;256x256;1.000000;JA;2143;9C8D1650A36FEA7F3FBCD297602E098A831B39B09EA750AE71FCB53B7049AEBD;ICON;NORMAL;icons/nav_server_normal.paa;;JA;NEIN
C:\Users\patsl\Downloads\DeutschZ_UI_Production_Kit\03_ICONS\Navigation\server_pressed.paa;server_pressed.paa;.paa;;;NEIN;27355;504C0DD9DA3D8AE9CFCE0EFF2794DE5FDD21EA2EF7F90D2CCE9814FE17C35E78;ICON;PRESSED;UI-State-Reserve;;NEIN;NEIN
C:\Users\patsl\Downloads\DeutschZ_UI_Production_Kit\03_ICONS\Navigation\server_pressed.png;server_pressed.png;.png;256x256;1.000000;JA;6138;B08AC143D7DD28B2B0FF3B4B065D93C3BECE85552CDD88D91521D1B0821CA070;ICON;PRESSED;icons/nav_server_pressed.paa;;JA;NEIN
C:\Users\patsl\Downloads\DeutschZ_UI_Production_Kit\03_ICONS\Navigation\server_warning.paa;server_warning.paa;.paa;;;NEIN;27433;101E708359F8A667318148EC2AC033B2580295F26BF715EE8724F657B47AFBF8;ICON;WARNING;UI-State-Reserve;;NEIN;NEIN
C:\Users\patsl\Downloads\DeutschZ_UI_Production_Kit\03_ICONS\Navigation\server_warning.png;server_warning.png;.png;256x256;1.000000;JA;6491;D8C134DF925187EE97AECD6D334B5577F5FC66DDDF0EFE29F25697DDACFCC5FA;ICON;WARNING;UI-State-Reserve;;NEIN;JA
C:\Users\patsl\Downloads\DeutschZ_UI_Production_Kit\03_ICONS\Navigation\settings_active.paa;settings_active.paa;.paa;;;NEIN;27992;0BEC9E04B163EE356A83AC2706C8CF6031111F328FCDB903B944A1E641552467;ICON;ACTIVE;UI-State-Reserve;;NEIN;NEIN
C:\Users\patsl\Downloads\DeutschZ_UI_Production_Kit\03_ICONS\Navigation\settings_active.png;settings_active.png;.png;256x256;1.000000;JA;6509;0013B170D5313BC301B59227FF902D29E503EAFA0D1AE390B7F3A968B2C86549;ICON;ACTIVE;icons/nav_settings_active.paa;;JA;NEIN
C:\Users\patsl\Downloads\DeutschZ_UI_Production_Kit\03_ICONS\Navigation\settings_disabled.paa;settings_disabled.paa;.paa;;;NEIN;24584;62E3924A998928A818BF391C0D5391756C1093F4627583BB0CD791244D79F866;ICON;DISABLED;UI-State-Reserve;;NEIN;NEIN
C:\Users\patsl\Downloads\DeutschZ_UI_Production_Kit\03_ICONS\Navigation\settings_disabled.png;settings_disabled.png;.png;256x256;1.000000;JA;2697;75AE86025C4B34283B098404BB7EA2AF556F3D265584874718F586DBA680E23E;ICON;DISABLED;icons/nav_settings_disabled.paa;;JA;NEIN
C:\Users\patsl\Downloads\DeutschZ_UI_Production_Kit\03_ICONS\Navigation\settings_hover.paa;settings_hover.paa;.paa;;;NEIN;27710;2DE8378942F5A64F17E1497A31BDC39CD6A40396D738B34947E4CA2251B88316;ICON;HOVER;UI-State-Reserve;;NEIN;NEIN
C:\Users\patsl\Downloads\DeutschZ_UI_Production_Kit\03_ICONS\Navigation\settings_hover.png;settings_hover.png;.png;256x256;1.000000;JA;6364;20ED94FACC8FA69AF0A1329574EBC35B2E2ACAC15C2858322622306E0FAD1DB7;ICON;HOVER;icons/nav_settings_hover.paa;;JA;NEIN
C:\Users\patsl\Downloads\DeutschZ_UI_Production_Kit\03_ICONS\Navigation\settings_normal.paa;settings_normal.paa;.paa;;;NEIN;24730;42606179B01EEE017539F951A08E934ACA29A0F2D899CF364289ADABF174EF7E;ICON;NORMAL;UI-State-Reserve;;NEIN;NEIN
C:\Users\patsl\Downloads\DeutschZ_UI_Production_Kit\03_ICONS\Navigation\settings_normal.png;settings_normal.png;.png;256x256;1.000000;JA;2720;EBB0B4E95A220D49D58C6E5C5C99CEBC62B57095928ADDF3BCAC84F8F67E6785;ICON;NORMAL;icons/nav_settings_normal.paa;;JA;NEIN
C:\Users\patsl\Downloads\DeutschZ_UI_Production_Kit\03_ICONS\Navigation\settings_pressed.paa;settings_pressed.paa;.paa;;;NEIN;28139;8D3ABF82941977BABA7C7093FDA19A3A0615EB59183CEAD57B41D8ECBA362D5A;ICON;PRESSED;UI-State-Reserve;;NEIN;NEIN
C:\Users\patsl\Downloads\DeutschZ_UI_Production_Kit\03_ICONS\Navigation\settings_pressed.png;settings_pressed.png;.png;256x256;1.000000;JA;6615;399C49DF6F8F90EBBC188CF0E872FD882D48A77568F479C6A600BF6A5C9915EE;ICON;PRESSED;icons/nav_settings_pressed.paa;;JA;NEIN
C:\Users\patsl\Downloads\DeutschZ_UI_Production_Kit\03_ICONS\Navigation\settings_warning.paa;settings_warning.paa;.paa;;;NEIN;28002;01AD2B304B2796EEDFE673BF56C46DE7B6F56D18D357C80DCCE657C9FE4325C4;ICON;WARNING;UI-State-Reserve;;NEIN;NEIN
C:\Users\patsl\Downloads\DeutschZ_UI_Production_Kit\03_ICONS\Navigation\settings_warning.png;settings_warning.png;.png;256x256;1.000000;JA;6931;1570C89012D4F65FEE75427BEFF472D0FC18EECB0315D7B6DC4DD6F44EA3B571;ICON;WARNING;UI-State-Reserve;;NEIN;JA
C:\Users\patsl\Downloads\DeutschZ_UI_Production_Kit\03_ICONS\Navigation\shop_active.paa;shop_active.paa;.paa;;;NEIN;27631;51FB6AD717B6D4A2CED00CE90101AD0E6D874C2BA2A6BE69D1931CF7B6F02419;ICON;ACTIVE;UI-State-Reserve;;NEIN;NEIN
C:\Users\patsl\Downloads\DeutschZ_UI_Production_Kit\03_ICONS\Navigation\shop_active.png;shop_active.png;.png;256x256;1.000000;JA;6155;7DA26688B6088329D50ADC5EC60A539F7FBB6853DB352F6F42C6E591B5BFB916;ICON;ACTIVE;icons/nav_shop_active.paa;;JA;NEIN
C:\Users\patsl\Downloads\DeutschZ_UI_Production_Kit\03_ICONS\Navigation\shop_disabled.paa;shop_disabled.paa;.paa;;;NEIN;24280;3C7CAC70AD12ED1F8BA52C13FA2583B31B48DA066508139FEE9E708DFC8205F0;ICON;DISABLED;UI-State-Reserve;;NEIN;NEIN
C:\Users\patsl\Downloads\DeutschZ_UI_Production_Kit\03_ICONS\Navigation\shop_disabled.png;shop_disabled.png;.png;256x256;1.000000;JA;2400;D7554C37C728B82EAF8D5D7429AF48D36F5D2A2711232E9801C7674D8C7BF819;ICON;DISABLED;icons/nav_shop_disabled.paa;;JA;NEIN
C:\Users\patsl\Downloads\DeutschZ_UI_Production_Kit\03_ICONS\Navigation\shop_hover.paa;shop_hover.paa;.paa;;;NEIN;27331;0CF0F8E49AEA74DBFE8BA68DF0E587ECDD3265F0CA50066879B30294ABEA05D0;ICON;HOVER;UI-State-Reserve;;NEIN;NEIN
C:\Users\patsl\Downloads\DeutschZ_UI_Production_Kit\03_ICONS\Navigation\shop_hover.png;shop_hover.png;.png;256x256;1.000000;JA;5911;2B5B8BEA1C25D80BCC8C808AC7BCAC8A2C7863056736B1FED83A4D810CB6A3F0;ICON;HOVER;icons/nav_shop_hover.paa;;JA;NEIN
C:\Users\patsl\Downloads\DeutschZ_UI_Production_Kit\03_ICONS\Navigation\shop_normal.paa;shop_normal.paa;.paa;;;NEIN;24290;B0FBD4890F316B9D34027F5EF2808FE5FBB368B67E7FF5335B96732A89DC9920;ICON;NORMAL;UI-State-Reserve;;NEIN;NEIN
C:\Users\patsl\Downloads\DeutschZ_UI_Production_Kit\03_ICONS\Navigation\shop_normal.png;shop_normal.png;.png;256x256;1.000000;JA;2313;C4D0C11683CC46B804C9A40DD351201672212210283DF43140100A8859D722BB;ICON;NORMAL;icons/nav_shop_normal.paa;;JA;NEIN
C:\Users\patsl\Downloads\DeutschZ_UI_Production_Kit\03_ICONS\Navigation\shop_pressed.paa;shop_pressed.paa;.paa;;;NEIN;27617;6579E2063EC15D753741E46A5B26A80A6CEFDEE955B05C5849C631816A6783EB;ICON;PRESSED;UI-State-Reserve;;NEIN;NEIN
C:\Users\patsl\Downloads\DeutschZ_UI_Production_Kit\03_ICONS\Navigation\shop_pressed.png;shop_pressed.png;.png;256x256;1.000000;JA;6114;C8520BBABE100F0A43BAB0574A3F05A3C18C37834E1F1D96AC91A5F0018AC5F7;ICON;PRESSED;icons/nav_shop_pressed.paa;;JA;NEIN
C:\Users\patsl\Downloads\DeutschZ_UI_Production_Kit\03_ICONS\Navigation\shop_warning.paa;shop_warning.paa;.paa;;;NEIN;27754;722D5B87698983D418B0F02FA0309F373E1941D73EE1F4AA4C2CF19821656E4A;ICON;WARNING;UI-State-Reserve;;NEIN;NEIN
C:\Users\patsl\Downloads\DeutschZ_UI_Production_Kit\03_ICONS\Navigation\shop_warning.png;shop_warning.png;.png;256x256;1.000000;JA;6650;7D5F46DE1A7BC631AEAFE995C5EC8A2EDEF07FA93DE6E758A0B4CE93D77D4AF4;ICON;WARNING;UI-State-Reserve;;NEIN;JA
C:\Users\patsl\Downloads\DeutschZ_UI_Production_Kit\03_ICONS\Navigation\support_active.paa;support_active.paa;.paa;;;NEIN;28095;BFCA7BAF8BA895B38020EFEE10D52928033044901D99D3A62E518639F88AE95A;ICON;ACTIVE;UI-State-Reserve;;NEIN;NEIN
C:\Users\patsl\Downloads\DeutschZ_UI_Production_Kit\03_ICONS\Navigation\support_active.png;support_active.png;.png;256x256;1.000000;JA;6793;FFC4206390599958ED762AC3C4B271885676B569ECAE4661BA6E1B31B6E6DC41;ICON;ACTIVE;icons/nav_support_active.paa;;JA;NEIN
C:\Users\patsl\Downloads\DeutschZ_UI_Production_Kit\03_ICONS\Navigation\support_disabled.paa;support_disabled.paa;.paa;;;NEIN;24743;BE8CEF0E5CF1F1ABAFBE19112A4CB95553C63B6B3A5A277211DC59D70F1763C1;ICON;DISABLED;UI-State-Reserve;;NEIN;NEIN
C:\Users\patsl\Downloads\DeutschZ_UI_Production_Kit\03_ICONS\Navigation\support_disabled.png;support_disabled.png;.png;256x256;1.000000;JA;3044;F8E5C53A5BAB00FAEF197095DBA43E5CBC36B3777B7F62DFDEE3B5B1D5C0A07E;ICON;DISABLED;icons/nav_support_disabled.paa;;JA;NEIN
C:\Users\patsl\Downloads\DeutschZ_UI_Production_Kit\03_ICONS\Navigation\support_hover.paa;support_hover.paa;.paa;;;NEIN;27898;607A25BD91A6C56277287BC7E0A10680C3DF6966E78CB6C1802143A271E29C8C;ICON;HOVER;UI-State-Reserve;;NEIN;NEIN
C:\Users\patsl\Downloads\DeutschZ_UI_Production_Kit\03_ICONS\Navigation\support_hover.png;support_hover.png;.png;256x256;1.000000;JA;6654;11F3733FEEB7948D92AC39E6D1A8605E7D4116A5FB4BBD32D1BD2F7B83200C4C;ICON;HOVER;icons/nav_support_hover.paa;;JA;NEIN
C:\Users\patsl\Downloads\DeutschZ_UI_Production_Kit\03_ICONS\Navigation\support_normal.paa;support_normal.paa;.paa;;;NEIN;24827;90B2A7E65104E795A0E058210AF601E40BC044683B39F4C7324713A672FDFAEB;ICON;NORMAL;UI-State-Reserve;;NEIN;NEIN
C:\Users\patsl\Downloads\DeutschZ_UI_Production_Kit\03_ICONS\Navigation\support_normal.png;support_normal.png;.png;256x256;1.000000;JA;2976;68613D56667138FCB8EC696D15243ED9AAEC5102BD541283D3DAC479C31D6689;ICON;NORMAL;icons/nav_support_normal.paa;;JA;NEIN
C:\Users\patsl\Downloads\DeutschZ_UI_Production_Kit\03_ICONS\Navigation\support_pressed.paa;support_pressed.paa;.paa;;;NEIN;28095;1E7BC1722EA3E53A64DA2A2F2DC8509245A15D017206A1EDCCEC8F228EE46378;ICON;PRESSED;UI-State-Reserve;;NEIN;NEIN
C:\Users\patsl\Downloads\DeutschZ_UI_Production_Kit\03_ICONS\Navigation\support_pressed.png;support_pressed.png;.png;256x256;1.000000;JA;6766;98774D0BFE30CB2FCC0681991405AE90049E0B9EB95A134F0DFF39C3525FB540;ICON;PRESSED;icons/nav_support_pressed.paa;;JA;NEIN
C:\Users\patsl\Downloads\DeutschZ_UI_Production_Kit\03_ICONS\Navigation\support_warning.paa;support_warning.paa;.paa;;;NEIN;28118;F4B6F09EC143A288E45829CFC5A9CE5D655D50975DB065613F74149340B9B264;ICON;WARNING;UI-State-Reserve;;NEIN;NEIN
C:\Users\patsl\Downloads\DeutschZ_UI_Production_Kit\03_ICONS\Navigation\support_warning.png;support_warning.png;.png;256x256;1.000000;JA;7216;756D0C0F62D74C03E7855FF57B304BC4BB1689CFF1B02BF17108242DD48E556F;ICON;WARNING;UI-State-Reserve;;NEIN;JA
C:\Users\patsl\Downloads\DeutschZ_UI_Production_Kit\03_ICONS\Resources\clock_active.paa;clock_active.paa;.paa;;;NEIN;28320;A093812D308BE938E4811CB78928C775A6D2189F0A2D7A7483B8E02B44A04B27;ICON;ACTIVE;UI-State-Reserve;;NEIN;NEIN
C:\Users\patsl\Downloads\DeutschZ_UI_Production_Kit\03_ICONS\Resources\clock_active.png;clock_active.png;.png;256x256;1.000000;JA;6851;7F25D28CC55DEBC68E8BFC07498B0D4DDD2F04E095B376A52ED442E8D37403EE;ICON;ACTIVE;UI-State-Reserve;;NEIN;JA
C:\Users\patsl\Downloads\DeutschZ_UI_Production_Kit\03_ICONS\Resources\clock_disabled.paa;clock_disabled.paa;.paa;;;NEIN;24989;92F31549A829B1E4526C05A7A64E3BCCDD7914E5D7C4A4424AFA1EB10DB99D3B;ICON;DISABLED;UI-State-Reserve;;NEIN;NEIN
C:\Users\patsl\Downloads\DeutschZ_UI_Production_Kit\03_ICONS\Resources\clock_disabled.png;clock_disabled.png;.png;256x256;1.000000;JA;3173;975AE3488560501DD0CD4E9CDFE2F7C6F7431FAFAD0FC61AF797C529B9267587;ICON;DISABLED;UI-State-Reserve;;NEIN;JA
C:\Users\patsl\Downloads\DeutschZ_UI_Production_Kit\03_ICONS\Resources\clock_hover.paa;clock_hover.paa;.paa;;;NEIN;28077;CCC636222CAE90B012F65210C5084094CEA748B3FBC2A3E0E42839CC94D4EE4C;ICON;HOVER;UI-State-Reserve;;NEIN;NEIN
C:\Users\patsl\Downloads\DeutschZ_UI_Production_Kit\03_ICONS\Resources\clock_hover.png;clock_hover.png;.png;256x256;1.000000;JA;6747;43E7E3F7C4623F880A2CDEE863FD764661C5C48C7F60EE04B45C16C3C82378B9;ICON;HOVER;UI-State-Reserve;;NEIN;JA
C:\Users\patsl\Downloads\DeutschZ_UI_Production_Kit\03_ICONS\Resources\clock_normal.paa;clock_normal.paa;.paa;;;NEIN;24999;DCD878D8B154F073A47A21CE34E6FBEBF591BAF73BE82BC74217339FE6439FE1;ICON;NORMAL;UI-State-Reserve;;NEIN;NEIN
C:\Users\patsl\Downloads\DeutschZ_UI_Production_Kit\03_ICONS\Resources\clock_normal.png;clock_normal.png;.png;256x256;1.000000;JA;3021;E9872AF5A345EA0CE28638488FF76F2C68ADFC1FB931B26F29639245FDE610EC;ICON;NORMAL;UI-State-Reserve;;NEIN;JA
